Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
NR99710,Arizona,No,Basic,High School or Below,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,1,2011
QH90382,Oregon,No,Premium,Master,2011-01-19,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Standard,Small,1,2011
SI30451,Arizona,No,Basic,College,2011-02-27,Employed,F,Urban,Married,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
UM39817,Oregon,Yes,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
YG98004,Oregon,No,Premium,Master,2011-02-18,Employed,F,Rural,Married,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
KF80172,Nevada,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
LD95617,California,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Divorced,Corporate Auto,1,3,Agent,Standard,Large,1,2011
YJ24476,Nevada,No,Basic,Bachelor,2011-01-07,Medical Leave,F,Suburban,Married,Personal Auto,3,3,Call Center,Standard,Small,1,2011
LM67096,Oregon,No,Basic,Bachelor,2011-01-17,Unemployed,F,Rural,Divorced,Corporate Auto,2,1,Web,Standard,Medsize,1,2011
FB21121,California,No,Basic,Bachelor,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,2,4,Branch,Standard,Medsize,1,2011
LW91009,Washington,No,Basic,College,2011-02-16,Disabled,M,Suburban,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
RD28560,Washington,Yes,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Corporate Auto,2,1,Branch,Sports,Medsize,1,2011
DD22139,Washington,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Standard,Small,2,2011
LN50415,Oregon,No,Extended,Bachelor,2011-02-23,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Sports,Medsize,2,2011
OP62891,Oregon,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Personal Auto,2,4,Agent,Standard,Medsize,1,2011
JT47995,Arizona,No,Extended,College,2011-01-01,Unemployed,F,Suburban,Married,Personal Auto,3,1,Web,Luxury,Large,1,2011
AG39150,Oregon,No,Basic,Bachelor,2011-02-04,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
QJ65440,California,No,Extended,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
IJ40048,California,No,Basic,Bachelor,2011-01-31,Employed,M,Urban,Single,Corporate Auto,2,1,Branch,Standard,Medsize,1,2011
PX86841,Arizona,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Special Auto,2,2,Agent,Standard,Medsize,1,2011
ES87355,Oregon,No,Basic,Bachelor,2011-01-15,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Standard,Small,1,2011
EZ85603,Arizona,No,Premium,College,2011-01-06,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
YJ96611,Arizona,No,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Special Auto,1,1,Web,Sports,Medsize,2,2011
UB18338,Oregon,Yes,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal Auto,1,1,Branch,Sports,Medsize,2,2011
TF67147,Oregon,Yes,Basic,Bachelor,2011-01-29,Retired,F,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
FY83287,Washington,No,Basic,Doctor,2011-01-25,Employed,M,Rural,Divorced,Personal Auto,1,2,Agent,Standard,Large,1,2011
JO11457,Oregon,No,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
BS94221,Arizona,No,Basic,College,2011-01-11,Disabled,F,Suburban,Married,Special Auto,2,4,Branch,Standard,Large,1,2011
CB64729,Nevada,No,Premium,Bachelor,2011-02-25,Employed,M,Suburban,Single,Personal Auto,2,4,Call Center,Standard,Medsize,2,2011
XB32430,California,No,Basic,Bachelor,2011-01-23,Employed,M,Rural,Married,Personal Auto,2,4,Branch,Standard,Medsize,1,2011
LN43251,Oregon,No,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Sports,Medsize,1,2011
BX20227,Oregon,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
PC12390,Nevada,No,Basic,Master,2011-02-07,Employed,M,Rural,Single,Corporate Auto,1,1,Call Center,Standard,Medsize,2,2011
XQ44462,Oregon,Yes,Basic,College,2011-02-15,Employed,M,Suburban,Single,Corporate Auto,2,2,Call Center,Standard,Small,2,2011
GF59560,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,2,1,Call Center,Standard,Medsize,1,2011
FE67098,Nevada,No,Basic,College,2011-01-24,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Sports,Small,1,2011
LO98108,Oregon,No,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Large,2,2011
SP94430,California,No,Basic,Bachelor,2011-01-13,Employed,F,Urban,Single,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
SH44158,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,M,Suburban,Married,Special Auto,3,4,Call Center,Standard,Large,2,2011
WY41435,Nevada,No,Extended,College,2011-02-18,Employed,F,Rural,Single,Personal Auto,3,4,Web,Standard,Medsize,2,2011
MR77933,Arizona,Yes,Premium,Bachelor,2011-02-16,Disabled,F,Suburban,Divorced,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
WJ38827,Oregon,No,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Married,Corporate Auto,2,1,Agent,Standard,Small,1,2011
TM33419,Washington,No,Extended,College,2011-01-20,Employed,F,Rural,Single,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
QF91596,Nevada,No,Basic,Bachelor,2011-01-21,Employed,F,Urban,Single,Personal Auto,3,4,Agent,Standard,Medsize,1,2011
DB16336,Nevada,Yes,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Corporate Auto,3,2,Agent,Standard,Medsize,2,2011
BX35013,Arizona,No,Basic,Master,2011-01-28,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Sports,Medsize,1,2011
JB20891,Arizona,Yes,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Personal Auto,1,1,Agent,Standard,Large,2,2011
WE68750,Oregon,No,Basic,Bachelor,2011-01-24,Employed,M,Rural,Single,Corporate Auto,2,1,Call Center,Standard,Medsize,1,2011
RN65450,California,No,Extended,College,2011-01-30,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Standard,Small,1,2011
BW79345,Nevada,No,Basic,High School or Below,2011-01-30,Employed,F,Suburban,Divorced,Personal Auto,2,2,Call Center,Standard,Medsize,1,2011
OZ64384,Oregon,Yes,Basic,Bachelor,2011-01-14,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Sports,Medsize,1,2011
KV99077,Nevada,No,Basic,College,2011-02-08,Employed,M,Suburban,Divorced,Personal Auto,1,1,Web,Standard,Small,2,2011
NY24020,Arizona,No,Extended,High School or Below,2011-02-24,Employed,M,Urban,Divorced,Personal Auto,3,2,Web,Standard,Medsize,2,2011
CJ81799,Oregon,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Personal Auto,2,2,Call Center,Standard,Small,1,2011
QI69873,Washington,No,Extended,Master,2011-01-11,Disabled,M,Suburban,Single,Personal Auto,1,4,Agent,Luxury,Small,1,2011
VC70716,Arizona,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Agent,Sports,Medsize,1,2011
ZB88708,Nevada,No,Basic,Master,2011-01-11,Employed,M,Rural,Married,Personal Auto,3,3,Call Center,Standard,Medsize,1,2011
XG64081,Arizona,Yes,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
ZZ35218,Oregon,No,Basic,Doctor,2011-01-28,Unemployed,M,Urban,Married,Corporate Auto,3,4,Agent,Standard,Medsize,1,2011
KA95976,California,No,Basic,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
TF23305,Arizona,No,Extended,College,2011-01-29,Employed,F,Suburban,Married,Personal Auto,3,1,Web,Standard,Large,1,2011
TU72516,Oregon,No,Basic,College,2011-02-10,Disabled,F,Suburban,Married,Personal Auto,1,2,Branch,Standard,Medsize,2,2011
DM16101,Washington,No,Basic,College,2011-02-05,Employed,F,Rural,Divorced,Special Auto,2,2,Agent,Standard,Medsize,2,2011
UF93725,Oregon,No,Basic,Bachelor,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,2,4,Web,Standard,Small,1,2011
IH62666,California,No,Basic,Bachelor,2011-01-27,Employed,F,Suburban,Married,Personal Auto,1,1,Web,Standard,Small,1,2011
FG23952,Oregon,No,Extended,College,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Sports,Medsize,2,2011
NH85248,Arizona,No,Basic,College,2011-01-22,Unemployed,M,Suburban,Single,Corporate Auto,1,1,Agent,Standard,Medsize,1,2011
XO75323,California,No,Basic,College,2011-02-18,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Sports,Medsize,2,2011
FX78901,Oregon,No,Extended,Bachelor,2011-01-21,Employed,F,Rural,Single,Special Auto,3,2,Call Center,Standard,Medsize,1,2011
KG40352,Oregon,No,Basic,College,2011-02-18,Employed,F,Rural,Married,Personal Auto,2,4,Branch,Standard,Small,2,2011
GX27974,California,No,Basic,College,2011-01-06,Unemployed,F,Rural,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
ST31207,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Standard,Small,1,2011
VC64410,Arizona,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
YO49328,Arizona,No,Basic,High School or Below,2011-01-06,Employed,M,Suburban,Married,Personal Auto,2,3,Branch,Sports,Medsize,1,2011
KP10993,California,Yes,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
FR15853,Nevada,Yes,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Standard,Large,1,2011
BR13613,Oregon,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
MM27192,Oregon,Yes,Basic,Master,2011-01-20,Retired,F,Urban,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
HI36042,California,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Married,Personal Auto,3,3,Agent,Sports,Medsize,2,2011
GT89774,Arizona,No,Extended,Bachelor,2011-01-13,Employed,F,Rural,Married,Personal Auto,3,4,Agent,Luxury,Medsize,1,2011
SB83749,California,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Standard,Large,2,2011
WE77831,California,No,Basic,Bachelor,2011-01-21,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
HM21382,Washington,No,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
ML10022,Nevada,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Standard,Large,1,2011
QJ65472,California,No,Premium,High School or Below,2011-02-15,Medical Leave,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Small,2,2011
TZ71391,Oregon,Yes,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Standard,Small,1,2011
AS62048,Arizona,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,2,4,Web,Standard,Medsize,1,2011
PL14941,Nevada,No,Premium,High School or Below,2011-01-06,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Standard,Small,1,2011
LK87874,Nevada,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal Auto,3,2,Call Center,Sports,Small,1,2011
NK53938,Oregon,No,Basic,Master,2011-01-01,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Standard,Medsize,1,2011
VF96109,Oregon,Yes,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Sports,Medsize,1,2011
IV32877,Oregon,No,Basic,Bachelor,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,1,4,Web,Sports,Medsize,1,2011
EE96187,Oregon,No,Extended,High School or Below,2011-01-21,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Standard,Medsize,1,2011
FJ31683,Washington,No,Basic,Doctor,2011-01-04,Employed,F,Rural,Married,Personal Auto,2,2,Agent,Standard,Medsize,1,2011
ON90223,Washington,No,Basic,College,2011-02-06,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Sports,Small,2,2011
SC70396,Oregon,No,Extended,Bachelor,2011-01-17,Employed,M,Rural,Divorced,Personal Auto,1,1,Web,Standard,Medsize,1,2011
WF44706,Oregon,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
CF15252,Arizona,No,Basic,Bachelor,2011-02-25,Employed,F,Suburban,Married,Personal Auto,1,1,Call Center,Sports,Medsize,2,2011
DG51590,Arizona,No,Extended,Bachelor,2011-02-10,Employed,F,Urban,Single,Personal Auto,1,2,Agent,Standard,Medsize,2,2011
LE12782,Arizona,No,Basic,College,2011-01-10,Employed,M,Suburban,Married,Personal Auto,2,4,Agent,Standard,Medsize,1,2011
LD98568,California,No,Extended,College,2011-02-13,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
WX92363,Washington,No,Basic,Bachelor,2011-02-23,Employed,F,Urban,Divorced,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
KX57885,California,No,Extended,Bachelor,2011-02-26,Retired,M,Suburban,Divorced,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
XI30683,Arizona,No,Basic,College,2011-01-11,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
TM13510,Arizona,No,Basic,Doctor,2011-02-15,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
LU95652,Oregon,No,Extended,College,2011-01-30,Employed,M,Rural,Married,Personal Auto,3,4,Web,Standard,Medsize,1,2011
OD45969,California,No,Premium,Bachelor,2011-01-27,Employed,M,Rural,Married,Personal Auto,2,1,Branch,Standard,Large,1,2011
MU96709,California,No,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Single,Corporate Auto,3,3,Call Center,Standard,Large,1,2011
KX55910,Oregon,No,Basic,College,2011-01-15,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Standard,Small,1,2011
KE10223,California,No,Premium,Bachelor,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,2,3,Branch,Sports,Medsize,1,2011
QS29824,Nevada,No,Extended,College,2011-01-30,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Sports,Medsize,1,2011
OF12725,California,No,Extended,Bachelor,2011-02-10,Disabled,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
WE52840,Arizona,No,Extended,College,2011-02-16,Employed,F,Rural,Divorced,Corporate Auto,3,1,Call Center,Standard,Medsize,2,2011
OJ65117,Oregon,No,Basic,Bachelor,2011-02-04,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,Standard,Small,2,2011
FC52000,Oregon,No,Basic,College,2011-02-17,Employed,F,Rural,Married,Corporate Auto,1,3,Branch,Sports,Medsize,2,2011
IN57582,California,No,Extended,College,2011-02-05,Medical Leave,F,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
UY13430,Oregon,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Special Auto,2,1,Agent,Sports,Small,2,2011
PD66941,Arizona,Yes,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
IB36843,California,No,Basic,Master,2011-01-01,Employed,M,Urban,Single,Personal Auto,2,2,Web,Standard,Medsize,1,2011
VE51810,Arizona,No,Basic,Bachelor,2011-01-20,Employed,M,Suburban,Married,Personal Auto,1,3,Branch,Standard,Large,1,2011
RX50446,Arizona,No,Premium,High School or Below,2011-02-17,Disabled,F,Suburban,Divorced,Personal Auto,1,2,Branch,Standard,Medsize,2,2011
TK22471,Oregon,No,Basic,College,2011-02-16,Employed,M,Suburban,Married,Personal Auto,3,3,Call Center,Standard,Medsize,2,2011
YR85283,Nevada,No,Extended,High School or Below,2011-01-01,Employed,F,Urban,Married,Personal Auto,2,4,Agent,Sports,Small,1,2011
WH83589,Arizona,No,Basic,High School or Below,2011-01-17,Disabled,F,Suburban,Married,Personal Auto,2,4,Web,Standard,Medsize,1,2011
NM40177,California,No,Basic,Bachelor,2011-01-27,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
UV44069,Oregon,No,Basic,High School or Below,2011-01-10,Medical Leave,F,Suburban,Single,Corporate Auto,2,1,Agent,Standard,Small,1,2011
CO25601,Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
IS58493,Oregon,No,Basic,Master,2011-02-11,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
YF54705,Nevada,No,Extended,College,2011-02-24,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
ES66762,Oregon,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Standard,Medsize,2,2011
CX85598,Arizona,No,Basic,Bachelor,2011-01-15,Employed,M,Urban,Single,Personal Auto,1,2,Branch,Standard,Medsize,1,2011
QF74806,California,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
LO17461,Arizona,No,Basic,High School or Below,2011-02-16,Employed,F,Suburban,Married,Personal Auto,1,2,Branch,Standard,Small,2,2011
KW95891,Oregon,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Standard,Small,1,2011
YR45605,Oregon,No,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Single,Personal Auto,2,3,Web,Standard,Medsize,1,2011
OW83209,Nevada,No,Basic,Bachelor,2011-02-18,Employed,M,Urban,Divorced,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
AT86990,Arizona,No,Basic,Bachelor,2011-02-07,Employed,F,Rural,Divorced,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
CW80905,Nevada,No,Basic,High School or Below,2011-02-18,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Sports,Medsize,2,2011
TK65222,California,No,Premium,Bachelor,2011-01-12,Employed,M,Rural,Single,Personal Auto,2,1,Agent,Standard,Large,1,2011
FQ89652,Oregon,No,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Special Auto,2,1,Agent,Sports,Medsize,2,2011
PH70685,California,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Married,Corporate Auto,1,2,Call Center,Standard,Medsize,2,2011
AP34711,Arizona,No,Extended,Master,2011-02-19,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Sports,Large,2,2011
AZ31562,Arizona,Yes,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
VU87728,Nevada,No,Basic,High School or Below,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,2,4,Agent,Standard,Medsize,1,2011
XX34879,Oregon,No,Extended,College,2011-02-26,Employed,M,Suburban,Married,Corporate Auto,3,2,Agent,Standard,Medsize,2,2011
GG91020,Nevada,No,Basic,Bachelor,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
RO58812,California,No,Basic,College,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,1,2011
GU29647,Oregon,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,2,2,Agent,Standard,Medsize,1,2011
QF66202,Nevada,No,Basic,College,2011-02-19,Employed,M,Rural,Divorced,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
GB44176,Arizona,No,Premium,College,2011-02-12,Employed,M,Rural,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
RH70194,Nevada,No,Basic,Bachelor,2011-01-30,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Standard,Medsize,1,2011
TL40288,Oregon,No,Premium,College,2011-02-07,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
VZ70667,Oregon,No,Basic,College,2011-01-14,Disabled,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
GK21260,Oregon,No,Extended,Doctor,2011-02-17,Medical Leave,F,Suburban,Married,Personal Auto,2,4,Call Center,Sports,Medsize,2,2011
GS92994,Washington,No,Extended,College,2011-02-25,Employed,F,Rural,Married,Personal Auto,3,4,Web,Standard,Large,2,2011
KI91500,California,No,Basic,High School or Below,2011-02-01,Medical Leave,F,Suburban,Married,Personal Auto,3,2,Branch,Standard,Small,2,2011
TL51969,Washington,No,Basic,Bachelor,2011-01-12,Employed,M,Suburban,Divorced,Personal Auto,3,1,Call Center,Standard,Small,1,2011
NR16284,California,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Standard,Small,1,2011
MA68039,California,No,Extended,High School or Below,2011-01-16,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Standard,Medsize,1,2011
ZI51939,Oregon,No,Basic,College,2011-02-20,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Standard,Small,2,2011
NX93393,Oregon,No,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Married,Corporate Auto,3,2,Call Center,Standard,Large,2,2011
SE30128,California,No,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
VT78222,Oregon,No,Basic,Master,2011-02-17,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Sports,Small,2,2011
AH17051,California,No,Extended,Bachelor,2011-01-09,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
NC76877,California,No,Basic,Bachelor,2011-02-03,Employed,F,Urban,Married,Corporate Auto,2,2,Web,Standard,Small,2,2011
JD71348,California,No,Extended,College,2011-01-24,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
DR88293,Arizona,No,Extended,Bachelor,2011-01-31,Unemployed,M,Rural,Married,Personal Auto,1,1,Branch,Standard,Medsize,1,2011
ZB23962,Oregon,No,Basic,High School or Below,2011-02-05,Unemployed,M,Suburban,Single,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
JO90877,Washington,No,Basic,Bachelor,2011-02-18,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Standard,Large,2,2011
IR45546,Oregon,No,Extended,Bachelor,2011-01-18,Employed,F,Urban,Married,Special Auto,3,1,Branch,Sports,Medsize,1,2011
LO99872,Oregon,No,Basic,College,2011-02-22,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Standard,Medsize,2,2011
CW16221,Oregon,No,Extended,Bachelor,2011-01-19,Employed,F,Suburban,Divorced,Corporate Auto,3,3,Web,Standard,Medsize,1,2011
UU92753,Oregon,No,Basic,Doctor,2011-01-11,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Sports,Medsize,1,2011
WH63678,Oregon,No,Basic,Master,2011-01-15,Employed,M,Suburban,Married,Corporate Auto,2,3,Web,Standard,Medsize,1,2011
TE31876,California,No,Basic,High School or Below,2011-02-21,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Sports,Large,2,2011
MU59158,Arizona,No,Premium,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,3,4,Branch,Standard,Medsize,1,2011
LV57595,California,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Standard,Small,2,2011
GY99495,Oregon,No,Extended,Master,2011-02-14,Unemployed,M,Suburban,Divorced,Corporate Auto,3,1,Web,Standard,Medsize,2,2011
FN67085,California,No,Basic,College,2011-01-08,Employed,M,Rural,Divorced,Corporate Auto,3,2,Web,Standard,Medsize,1,2011
US82470,Arizona,No,Basic,Bachelor,2011-01-19,Employed,M,Rural,Married,Corporate Auto,2,1,Branch,Sports,Large,1,2011
UN53508,Oregon,No,Basic,Bachelor,2011-01-17,Disabled,F,Suburban,Married,Corporate Auto,2,1,Web,Standard,Small,1,2011
FK37308,Oregon,No,Basic,Doctor,2011-02-24,Unemployed,F,Rural,Married,Corporate Auto,3,3,Call Center,Standard,Medsize,2,2011
EW34780,California,Yes,Premium,Bachelor,2011-02-16,Disabled,F,Suburban,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
HG97353,Oregon,No,Premium,Bachelor,2011-01-04,Employed,F,Rural,Married,Corporate Auto,2,3,Agent,Standard,Medsize,1,2011
FM31768,Arizona,Yes,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Standard,Medsize,2,2011
DO18118,Oregon,No,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Sports,Medsize,1,2011
BC31913,Arizona,No,Basic,Bachelor,2011-02-07,Employed,F,Suburban,Married,Corporate Auto,3,2,Web,Standard,Small,2,2011
HB29169,Washington,No,Premium,Bachelor,2011-01-01,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Luxury,Medsize,1,2011
KO86181,Oregon,No,Basic,College,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Sports,Small,2,2011
NT38409,California,No,Basic,College,2011-01-24,Employed,M,Urban,Single,Corporate Auto,2,2,Call Center,Standard,Medsize,1,2011
IP77666,Nevada,Yes,Extended,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
KL80110,Arizona,No,Basic,College,2011-01-25,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Sports,Medsize,1,2011
KR35099,Washington,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
YP41539,Oregon,No,Basic,High School or Below,2011-02-25,Employed,F,Urban,Married,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
MM10866,California,Yes,Basic,Bachelor,2011-01-14,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Sports,Medsize,1,2011
WD88264,Washington,Yes,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Single,Corporate Auto,2,1,Call Center,Sports,Medsize,2,2011
